WKT,name,description
"POLYGON ((38.1224555 48.7120239, 38.1246455 48.7124545, 38.127769 48.7123136, 38.1303869 48.7123491, 38.1320606 48.7119703, 38.1328331 48.7113084, 38.1375324 48.7096589, 38.138404 48.7102927, 38.1452626 48.7136237, 38.1483095 48.7144449, 38.1492966 48.7135105, 38.1511849 48.7123778, 38.1541267 48.7099038, 38.1564872 48.7099462, 38.1585257 48.7094931, 38.1665228 48.7127849, 38.1628549 48.7121458, 38.1583817 48.7127607, 38.1549812 48.7139134, 38.1399195 48.7235969, 38.1312919 48.7277582, 38.1239818 48.7292845, 38.1218931 48.7288445, 38.1199761 48.7272721, 38.1191469 48.7215299, 38.1189013 48.7187569, 38.1202347 48.7179787, 38.1210301 48.7169667, 38.1212132 48.7157245, 38.120538 48.7148787, 38.1205409 48.7137607, 38.1199431 48.7129259, 38.1224555 48.7120239))",Russian Advance,as of 12/24
"POINT (46.2161452 51.4867887)",Explosion!,
"POINT (38.729432 49.533643)",HIMARS Strike,
"POINT (38.916083 49.224588)",HIMARS Strike,
"POINT (39.028568 48.942972)",Restaurant on Fire after Russians eat,
"POINT (38.648699 48.43463)",HIMARS? somewhere?,
"POINT (33.363427 45.159131)",Air Defense,
"POINT (37.630756 49.709448)",S-300 Strike,
"POINT (38.301788 49.225079)",Missile Strike,
"POINT (38.39984 49.069822)",Missile Strike,
"POINT (38.378592 49.007277)",Missile Strike,
"POINT (38.371818 48.624679)",Missile Strike,
"POINT (35.358589 47.806444)",S-300 Strike,
"POINT (35.305124 47.797774)",S-300 Strike,
"POINT (32.627005 46.64567)",Rocket Strike,
"POINT (37.760969 48.135229)",Airstrike,
"POINT (37.75934 49.84779)",U Shelling,
"POINT (37.770327 49.837384)",U Shelling,
"POINT (37.728812 49.83158)",U Shelling,
"POINT (37.710932 49.789753)",U Shelling,
"POINT (37.774103 49.784211)",U Shelling,
"POINT (37.89093 49.735981)",U Shelling,
"POINT (37.929382 49.68292)",U Shelling,
"POINT (37.93998 49.660334)",U Shelling,
"POINT (37.977403 49.654333)",U Shelling,
"POINT (37.960082 49.59008)",U Shelling,
"POINT (37.957833 49.524802)",U Shelling,
"POINT (37.958348 49.519955)",U Shelling,
"POINT (37.963584 49.519509)",U Shelling,
"POINT (37.972939 49.452933)",U Shelling,
"POINT (37.95337 49.4071)",U Shelling,
"POINT (37.959206 49.371403)",U Shelling,
"POINT (38.008645 49.33293)",U Shelling,
"POINT (38.025392 49.30856)",U Shelling,
"POINT (38.084303 49.20385)",U Shelling,
"POINT (38.147647 49.13046)",U Shelling,
"POINT (38.177859 49.11765)",U Shelling,
"POINT (38.183473 49.100476)",U Shelling,
"POINT (38.204894 49.06328)",U Shelling,
"POINT (38.224978 49.055519)",U Shelling,
"POINT (38.219485 49.042468)",U Shelling,
"POINT (38.200259 49.03639)",U Shelling,
"POINT (38.110622 48.99877)",U Shelling,
"POINT (38.244891 48.943574)",U Shelling,
"POINT (38.269267 48.876331)",U Shelling,
"POINT (38.300864 48.845832)",U Shelling,
"POINT (38.29021 48.805945)",U Shelling,
"POINT (38.205752 48.773261)",U Shelling,
"POINT (38.206954 48.762625)",U Shelling,
"POINT (38.211363 48.73228)",U Shelling,
"POINT (38.122431 48.715932)",U Shelling,
"POINT (38.13891 48.71967)",U Shelling,
"POINT (38.10578 48.682623)",U Shelling,
"POINT (38.108578 48.667555)",U Shelling,
"POINT (38.136119 48.632755)",U Shelling,
"POINT (38.039645 48.621295)",U Shelling,
"POINT (38.04219 48.6113)",U Shelling,
"POINT (38.054494 48.6028)",U Shelling,
"POINT (38.0495 48.597613)",U Shelling,
"POINT (38.047424 48.58626)",U Shelling,
"POINT (38.028546 48.57564)",U Shelling,
"POINT (38.156211 48.5536)",U Shelling,
"POINT (38.033004 48.548435)",U Shelling,
"POINT (38.066604 48.547696)",U Shelling,
"POINT (38.016525 48.544799)",U Shelling,
"POINT (37.984768 48.536161)",U Shelling,
"POINT (37.977637 48.518325)",U Shelling,
"POINT (38.069007 48.51427)",U Shelling,
"POINT (37.972837 48.505178)",U Shelling,
"POINT (37.950584 48.473264)",U Shelling,
"POINT (37.947666 48.468028)",U Shelling,
"POINT (37.95273 48.455393)",U Shelling,
"POINT (37.935306 48.449814)",U Shelling,
"POINT (37.948372 48.436001)",U Shelling,
"POINT (37.95674 48.403738)",U Shelling,
"POINT (37.960948 48.39438)",U Shelling,
"POINT (38.052528 48.329951)",U Shelling,
"POINT (37.819907 48.27093)",U Shelling,
"POINT (37.850214 48.257089)",U Shelling,
"POINT (37.809498 48.239962)",U Shelling,
"POINT (37.774651 48.218692)",U Shelling,
"POINT (37.793803 48.20711)",U Shelling,
"POINT (37.970389 48.20553)",U Shelling,
"POINT (37.80631 48.1788)",U Shelling,
"POINT (37.825755 48.119598)",U Shelling,
"POINT (37.871416 48.11914)",U Shelling,
"POINT (37.802752 48.10424)",U Shelling,
"POINT (37.699775 48.10107)",U Shelling,
"POINT (37.708358 48.098097)",U Shelling,
"POINT (37.665271 48.091791)",U Shelling,
"POINT (37.930831 48.078718)",U Shelling,
"POINT (37.645433 48.074056)",U Shelling,
"POINT (37.646634 48.069009)",U Shelling,
"POINT (37.662138 48.06503)",U Shelling,
"POINT (37.596955 48.05706)",U Shelling,
"POINT (37.59445 48.048702)",U Shelling,
"POINT (37.765942 48.04345)",U Shelling,
"POINT (37.585218 48.03696)",U Shelling,
"POINT (37.555597 48.006617)",U Shelling,
"POINT (37.573793 48.002942)",U Shelling,
"POINT (37.694625 47.974016)",U Shelling,
"POINT (37.50861 47.95)",U Shelling,
"POINT (37.514401 47.943666)",U Shelling,
"POINT (37.50942 47.939386)",U Shelling,
"POINT (37.517317 47.899697)",U Shelling,
"POINT (37.528646 47.886805)",U Shelling,
"POINT (37.536543 47.864122)",U Shelling,
"POINT (37.552336 47.833133)",U Shelling,
"POINT (36.807273 47.816946)",U Shelling,
"POINT (36.817916 47.809337)",U Shelling,
"POINT (37.545469 47.795784)",U Shelling,
"POINT (37.491786 47.78713)",U Shelling,
"POINT (36.700804 47.782993)",U Shelling,
"POINT (36.627333 47.779763)",U Shelling,
"POINT (37.287977 47.760716)",U Shelling,
"POINT (37.219999 47.75333)",U Shelling,
"POINT (37.676618 47.752176)",U Shelling,
"POINT (37.311666 47.745712)",U Shelling,
"POINT (37.380331 47.742018)",U Shelling,
"POINT (37.040098 47.741556)",U Shelling,
"POINT (37.134855 47.715692)",U Shelling,
"POINT (36.346959 47.635083)",U Shelling,
"POINT (36.365498 47.620737)",U Shelling,
"POINT (36.339406 47.579761)",U Shelling,
"POINT (36.292027 47.563084)",U Shelling,
"POINT (34.654946 47.516109)",U Shelling,
"POINT (35.429943 47.514442)",U Shelling,
"POINT (35.458782 47.507253)",U Shelling,
"POINT (35.673358 47.497512)",U Shelling,
"POINT (35.374062 47.49303)",U Shelling,
"POINT (36.120708 47.48892)",U Shelling,
"POINT (35.292957 47.477096)",U Shelling,
"POINT (34.663872 47.476675)",U Shelling,
"POINT (34.445019 47.46621)",U Shelling,
"POINT (36.240184 47.463403)",U Shelling,
"POINT (35.733097 47.452493)",U Shelling,
"POINT (34.623547 47.40955)",U Shelling,
"POINT (36.647655 47.367)",U Shelling,
"POINT (34.923572 47.295035)",U Shelling,
"POINT (34.909324 47.290494)",U Shelling,
"POINT (35.712388 47.25708)",U Shelling,
"POINT (36.206507 47.19517)",U Shelling,
"POINT (33.947014 47.16621)",U Shelling,
"POINT (33.701195 46.932281)",U Shelling,
"POINT (33.484559 46.803183)",U Shelling,
"POINT (33.456063 46.795192)",U Shelling,
"POINT (33.43203 46.762982)",U Shelling,
"POINT (33.376069 46.744634)",U Shelling,
"POINT (32.742413 46.620433)",U Shelling,
"POINT (32.725601 46.599341)",U Shelling,
"POINT (32.715744 46.588192)",U Shelling,
"POINT (32.71111 46.581703)",U Shelling,
"POINT (32.51726 46.549396)",U Shelling,
"POINT (32.631177 46.544215)",U Shelling,
"POINT (32.522011 46.535831)",U Shelling,
"POINT (32.513217 46.53566)",U Shelling,
"POINT (31.608258 46.529336)",U Shelling,
"POINT (31.881542 46.490112)",U Shelling,
"POINT (32.293513 46.45909)",U Shelling,
"POINT (33.954886 52.240547)",R Shelling,
"POINT (34.034562 52.18924)",R Shelling,
"POINT (34.312946 51.369821)",R Shelling,
