WKT,name,description
"POINT (30.532842 60.02161)",Gas pipeline fire,
"POINT (35.6129698 46.5088721)",Large fire,In the village of Myronivka, Melitopol district, someone wanted to get rid of the hated Russian tricolor on the local cultural center so much that they had to sacrifice the entire building.

But no one even tried to extinguish it. After all, people who survive the occupation want to see the "Russian peace" only in the flames of hell, says the mayor of Melitopol
"POINT (37.958752 49.522628)",HIMARS,
"POINT (37.569798 49.040584)",Missile Strike,
"POINT (37.574573 48.711902)",Missile Strike,
"POINT (34.638722 47.635662)",S-300 Strike,
"POINT (34.391675 47.580309)",S-300 Strike,
"POINT (34.390645 47.558535)",S-300 Strike,
"POINT (34.154783 47.538142)",S-300 Strike,
"POINT (31.581365 46.63262)",S-300 Strike,
"POINT (31.559736 46.615408)",S-300 Strike,
"POINT (37.033288 50.411894)",U Shelling,
"POINT (36.897232 50.408601)",U Shelling,
"POINT (37.9527 49.709419)",U Shelling,
"POINT (37.938281 49.68899)",U Shelling,
"POINT (37.925234 49.659885)",U Shelling,
"POINT (37.924324 49.640342)",U Shelling,
"POINT (37.916428 49.628335)",U Shelling,
"POINT (38.025536 49.61863)",U Shelling,
"POINT (37.969231 49.590151)",U Shelling,
"POINT (37.945009 49.55194)",U Shelling,
"POINT (37.960029 49.543756)",U Shelling,
"POINT (37.968956 49.530165)",U Shelling,
"POINT (37.9564246 49.5187989)",U Shelling,
"POINT (37.974449 49.51679)",U Shelling,
"POINT (37.962261 49.45702)",U Shelling,
"POINT (37.966896 49.447424)",U Shelling,
"POINT (38.102337 49.424986)",U Shelling,
"POINT (38.14741 49.4238)",U Shelling,
"POINT (38.004216 49.409475)",U Shelling,
"POINT (38.119503 49.394159)",U Shelling,
"POINT (38.15668 49.3907)",U Shelling,
"POINT (38.164925 49.342931)",U Shelling,
"POINT (38.173851 49.256065)",U Shelling,
"POINT (38.202561 49.248152)",U Shelling,
"POINT (38.066266 49.207794)",U Shelling,
"POINT (38.080849 49.2033)",U Shelling,
"POINT (38.09077 49.199453)",U Shelling,
"POINT (38.124974 49.185359)",U Shelling,
"POINT (38.135961 49.173464)",U Shelling,
"POINT (38.132208 49.13637)",U Shelling,
"POINT (38.155726 49.130987)",U Shelling,
"POINT (38.140276 49.130762)",U Shelling,
"POINT (38.140448 49.123236)",U Shelling,
"POINT (38.173063 49.103235)",U Shelling,
"POINT (38.197096 49.09267)",U Shelling,
"POINT (38.334482 49.07526)",U Shelling,
"POINT (38.16036 49.074456)",U Shelling,
"POINT (38.1919459 49.057811)",U Shelling,
"POINT (38.205336 49.0476858)",U Shelling,
"POINT (38.1768402 49.0400338)",U Shelling,
"POINT (38.304702 49.04102)",U Shelling,
"POINT (38.199843 49.035082)",U Shelling,
"POINT (38.101652 48.998606)",U Shelling,
"POINT (38.430702 48.9678)",U Shelling,
"POINT (38.256834 48.944066)",U Shelling,
"POINT (38.28842 48.942262)",U Shelling,
"POINT (38.238638 48.94203)",U Shelling,
"POINT (38.413086 48.916824)",U Shelling,
"POINT (38.439178 48.90464)",U Shelling,
"POINT (38.275717 48.882695)",U Shelling,
"POINT (38.323439 48.864404)",U Shelling,
"POINT (38.28636 48.85808)",U Shelling,
"POINT (38.3066161 48.8388761)",U Shelling,
"POINT (38.289455 48.815221)",U Shelling,
"POINT (38.305763 48.799393)",U Shelling,
"POINT (38.28894 48.796453)",U Shelling,
"POINT (38.329624 48.777791)",U Shelling,
"POINT (38.213541 48.734743)",U Shelling,
"POINT (38.203928 48.733951)",U Shelling,
"POINT (38.184702 48.721948)",U Shelling,
"POINT (38.156721 48.708923)",U Shelling,
"POINT (38.147795 48.705977)",U Shelling,
"POINT (38.174917 48.703145)",U Shelling,
"POINT (38.114664 48.693741)",U Shelling,
"POINT (38.09973 48.678102)",U Shelling,
"POINT (38.1039356 48.6745879)",U Shelling,
"POINT (38.116631 48.67449)",U Shelling,
"POINT (38.097155 48.669714)",U Shelling,
"POINT (38.141958 48.664385)",U Shelling,
"POINT (38.103764 48.662741)",U Shelling,
"POINT (38.116553 48.644427)",U Shelling,
"POINT (38.135595 48.62656)",U Shelling,
"POINT (38.072141 48.60183)",U Shelling,
"POINT (38.091865 48.591288)",U Shelling,
"POINT (38.0678324 48.5851563)",U Shelling,
"POINT (38.05719 48.577888)",U Shelling,
"POINT (38.051353 48.565621)",U Shelling,
"POINT (38.15393 48.5616)",U Shelling,
"POINT (38.064527 48.54934)",U Shelling,
"POINT (38.0262912 48.5499413)",U Shelling,
"POINT (38.0043184 48.5415323)",U Shelling,
"POINT (37.9888679 48.5099267)",U Shelling,
"POINT (38.109718 48.514931)",U Shelling,
"POINT (37.9902413 48.4942305)",U Shelling,
"POINT (37.9775926 48.482686)",U Shelling,
"POINT (37.9841158 48.4612907)",U Shelling,
"POINT (37.9594 48.402)",U Shelling,
"POINT (37.968512 48.40024)",U Shelling,
"POINT (37.965405 48.37869)",U Shelling,
"POINT (38.018487 48.340324)",U Shelling,
"POINT (37.770012 48.227484)",U Shelling,
"POINT (37.774132 48.220164)",U Shelling,
"POINT (37.970086 48.20987)",U Shelling,
"POINT (37.7925 48.205408)",U Shelling,
"POINT (37.810524 48.183094)",U Shelling,
"POINT (37.8088082 48.1730214)",U Shelling,
"POINT (37.927514 48.12744)",U Shelling,
"POINT (37.80098 48.107831)",U Shelling,
"POINT (37.768284 48.10185)",U Shelling,
"POINT (37.7137763 48.097743)",U Shelling,
"POINT (37.682906 48.09531)",U Shelling,
"POINT (37.7234182 48.0954279)",U Shelling,
"POINT (37.771798 48.08531)",U Shelling,
"POINT (37.656254 48.0765215)",U Shelling,
"POINT (37.6433787 48.0717044)",U Shelling,
"POINT (37.93438 48.057736)",U Shelling,
"POINT (37.604256 48.055077)",U Shelling,
"POINT (37.593021 48.05066)",U Shelling,
"POINT (37.774392 48.03386)",U Shelling,
"POINT (37.581597 48.00062)",U Shelling,
"POINT (37.647363 47.999418)",U Shelling,
"POINT (37.546922 47.99648)",U Shelling,
"POINT (37.556725 47.847112)",U Shelling,
"POINT (37.50042 47.838356)",U Shelling,
"POINT (36.790984 47.800041)",U Shelling,
"POINT (36.811583 47.79911)",U Shelling,
"POINT (37.540933 47.794552)",U Shelling,
"POINT (37.489434 47.790862)",U Shelling,
"POINT (36.80403 47.77882)",U Shelling,
"POINT (37.280694 47.76733)",U Shelling,
"POINT (37.204476 47.757175)",U Shelling,
"POINT (36.956465 47.756206)",U Shelling,
"POINT (37.298895 47.75467)",U Shelling,
