WKT,name,description
"LINESTRING (36.515022 50.1330569, 36.5263516 50.1645169, 36.5263516 50.1583586, 36.5203435 50.1596783, 36.5263516 50.1645169)",Ukrainian Advance,6/2
"LINESTRING (37.5495776 49.0859038, 37.5456294 49.0669002, 37.5499209 49.0709489, 37.5428828 49.0717362, 37.5451144 49.0664503)",Russian Advance,
"LINESTRING (37.463746 49.101417, 37.4943032 49.0756716, 37.4934449 49.0803944, 37.4879514 49.0772459, 37.4943032 49.0754467)",Russian Advance,
"POINT (37.55067 48.99209)",Shelling,
"POINT (37.49432 49.02379)",Shelling,
"POINT (37.50001 49.02397)",Shelling,
"POINT (37.53341 49.04019)",Shelling,
"POINT (37.5281 49.03945)",Shelling,
"POINT (37.55042 49.05635)",Shelling,
"POINT (37.56647 49.06449)",Shelling,
"POINT (37.53873 49.07543)",Shelling,
"POINT (37.51641 49.07578)",Shelling,
"POINT (37.48896 49.11884)",Shelling,
"POINT (37.34225 49.14318)",Shelling,
"POINT (37.70863 48.90511)",Shelling,
"POINT (36.63568 49.48951)",Shelling,
"POINT (36.87556 50.15559)",Unknown,
"POINT (36.8334347 50.2453842)",Unknown,
"POINT (36.40242 50.14938)",Shelling,
"POINT (36.41174 50.12322)",Shelling,
"POINT (37.69947 48.16331)",Shelling,
"POINT (35.90495 47.46072)",Shelling,
"POINT (32.15459 46.93999)",Shelling,
"POINT (33.13323 47.19056)",Shelling,
"POINT (33.21011 47.20492)",Shelling,
"POINT (32.8453333 52.25616669999999)",Shelling,
"POINT (34.0502222 52.1826667)",Shelling,
"POINT (34.0368333 52.1639167)",Shelling,
"POINT (36.3475833 50.0108333)",Shelling,
"POINT (36.3956389 50.08755559999999)",Shelling,
"POINT (36.6648056 50.1095833)",Shelling,
"POINT (36.7884167 50.0760833)",Shelling,
"POINT (36.6939286 49.733497)",Shelling,
"POINT (36.81725 49.3541944)",Shelling,
"POINT (37.3346389 49.0209722)",Shelling,
"POINT (37.2511111 48.9415)",Shelling,
"POINT (37.1225556 49.0323056)",Shelling,
"POINT (36.9993889 49.1081389)",Shelling,
"POINT (36.90291670000001 49.1160278)",Shelling,
"POINT (37.7787076 48.9235842)",Shelling,
"POINT (37.6233536 49.0579376)",Heavy Fighting Continues,
"POINT (37.5432736 49.0584438)",Fighting Continues,
"POINT (37.4999556 49.067849)",Fighting Continues,
"LINESTRING (37.7602075 48.9212388, 37.7430414 48.9152601, 37.7387498 48.9180239, 37.7563451 48.9256377, 37.754886 48.9234947, 37.7528261 48.9254121, 37.7565168 48.9256377)",Russian attack and were repelled,
"LINESTRING (38.5798751 48.869212, 38.5717212 48.8671795, 38.5698329 48.8707928, 38.5780726 48.8729945, 38.576356 48.8714703, 38.5752402 48.8733897, 38.5779868 48.873051)",Russian attack repelled,
"LINESTRING (38.5728042 48.8148931, 38.5682552 48.8191884, 38.5722034 48.8208837, 38.5776966 48.8166452, 38.5770957 48.8186797, 38.5746925 48.8173234, 38.5776966 48.8165886)",Russian Attack Repelled,
"LINESTRING (38.5848723 48.7715047, 38.5733281 48.7775854, 38.5762463 48.7773026, 38.5747443 48.7754077, 38.5733281 48.7775005)",Russian Attack, few if any gains or success.,
"POINT (38.5231539 48.6844753)",Ongoing Fighting,
"POINT (38.483586 48.6660555)",Fighting Continues,
"POINT (38.4361751 48.6975138)",Heavy Fighting,
"POINT (38.3766087 48.7375786)",Heavy Fighting,
"POINT (38.244289 48.7394902)",Ongoing fighting,
"LINESTRING (38.3152647 48.7341663, 38.3327742 48.7470716, 38.3334608 48.7575973, 38.3347483 48.7549944, 38.3320875 48.7552773, 38.3334608 48.7575973)",Russian Advance and Attack,
"POINT (38.2239346 48.5239409)",Shelling,
"POINT (38.1342334 48.4232088)",Shelling,
"POINT (37.8580278 48.3914722)",Shelling,
"POINT (37.7418295 48.126121)",Shelling,
"POINT (37.7695528 48.1209645)",Shelling,
"POINT (37.7607122 48.1307614)",Shelling,
"POINT (37.6754838 48.0637161)",Shelling,
"POINT (37.511827 47.9284262)",Air Strike,
"POINT (37.3058438 47.7560622)",Shelling,
"POINT (37.2670368 47.7682536)",Point 72,
"POINT (37.2264444 47.91500000000001)",Shelling,
"POINT (36.6834722 47.8346111)",Shelling,
"POINT (35.7769444 47.5640556)",Shelling,
"POINT (33.9212222 47.4325556)",Shelling,
"POINT (33.2856667 47.6784444)",Shelling,
"POINT (33.0475278 47.3230278)",Shelling,
"POINT (32.5425278 47.0684722)",Shelling,
"POINT (32.1868611 46.7777222)",Shelling,
"POINT (32.1957778 46.8543333)",Shelling,
"POINT (32.1216111 46.6081667)",Helicopter attack,
"POINT (33.7134444 47.4509722)",Shelling,
"POINT (33.5127778 47.5475556)",Helicopter attack,
"POINT (37.7150807 48.9650207)",Shelling,
"POINT (36.814781 49.7743601)",Shelling,
"POINT (36.6884434 49.8351537)",Shelling,
"POINT (36.7272793 49.8342054)",Shelling,
"POINT (36.7735828 46.7549039)",Explosions!,
"POINT (36.772972 46.7546272)",Explosions!,
"POINT (35.521396 48.3229038)",Cluster Munitions,
"POINT (31.8449553 47.1457475)",Cruise Missile Strike,6/2
"POINT (31.8454756 47.1456052)",Cruise Missile Strike,6/2
"POINT (31.8459101 47.1454776)",Cruise Missile Strike,6/2
"POINT (31.8463285 47.1453644)",Cruise Missile Strike,6/2
"POINT (31.9350646 46.6533113)",Russian Landing Craft Sunk,
"POINT (31.9340346 46.6667423)",Russian Landing Craft Sunk,
"POINT (33.6438277 47.5673785)",Shelling,
"POINT (33.9176647 47.5433072)",Shelling,
"POINT (36.2845306 49.8773506)",Missile Hit,
"POINT (36.2856893 49.874419)",Missile Hit,
"POINT (36.4187204 50.1772491)",Ongoing Fighting,
"POINT (37.7805116 48.9087052)",Fighting?,
"POINT (38.1855945 48.5507722)",Heavy Fighting,
"POINT (38.1660228 48.4206285)",Heavy Fighting,
"POINT (38.2557279 48.6119864)",Heavy Fighting,
"POINT (37.2356452 47.7635893)",Heavy Fighting,
"POINT (37.7885384 48.117149)",Ongoing Fighting,
"POINT (36.1733165 50.2462123)",Shelling,
"POINT (36.803402 50.1336503)",Shelling,
"POINT (36.5241989 50.075292)",Shelling,
"LINESTRING (38.2292819 48.7315186, 38.2222009 48.7329622, 38.221128 48.7310657, 38.2279515 48.7293673, 38.2261062 48.7303863, 38.2254625 48.729254, 38.2279945 48.7293107)",Russian attack, repelled,
"LINESTRING (38.2518983 48.7377173, 38.2463193 48.7402928, 38.2448602 48.7381136, 38.2503963 48.7358493, 38.2489371 48.7371796, 38.2483793 48.7360474, 38.2504821 48.7358493)",Russian attack, repelled,
"POINT (37.0195471 48.2007833)",Uspenivka,
