WKT,name,description
"POINT (36.26703 50.17523)",Shelling,
"POINT (36.66515 50.11912)",Shelling,
"POINT (36.9267778 49.0137778)",Shelling,
"POINT (37.1245278 49.0290833)",Shelling,
"POINT (37.57799 49.00685)",Shelling,
"POINT (37.62585 48.9569)",Shelling,
"POINT (37.6754 48.97375)",Shelling,
"POINT (37.74167 48.97762)",Shelling,
"POINT (37.80278 48.90647)",Shelling,
"POINT (37.79811 48.86739)",Shelling,
"POINT (37.62565 49.07589)",Shelling,
"POINT (37.5545 49.07085)",Shelling,
"POINT (37.53709 49.05157)",Shelling,
"POINT (37.45717 49.1083)",Shelling,
"POINT (37.4946324 49.1203228)",Shelling,
"POINT (37.47239 49.12909)",Shelling,
"POINT (37.53174 49.17225)",Shelling,
"POINT (37.96179 48.97273)",Shelling,
"POINT (37.99835 48.98094)",Shelling,
"POINT (38.44453 48.94719)",Shelling,
"POINT (38.60996 49.02111)",Shelling,
"POINT (38.45122 48.92072)",Shelling,
"POINT (38.45568 48.91799)",Shelling,
"POINT (38.54641 48.9306)",Shelling,
"POINT (38.10752 48.40343)",Shelling,
"POINT (32.36398 46.76026)",Shelling,
"POINT (32.19805 46.78566)",Shelling,
"POINT (32.0455 46.8269)",Shelling,
"POINT (31.97544 46.83258)",Shelling,
"POINT (33.0696111 47.28627780000001)",Shelling,
"POINT (33.0591389 47.32072220000001)",Shelling,
"POINT (33.0462778 47.3280556)",Shelling,
"POINT (33.9147222 47.4311667)",Shelling,
"POINT (36.4978611 47.6948056)",Shelling,
"POINT (36.9907222 47.7952222)",Shelling,
"POINT (37.5069722 47.8535)",Shelling,
"POINT (37.5172778 47.93775)",Shelling,
"POINT (37.52963889999999 48.0053056)",Shelling,
"POINT (37.7485 48.1389444)",Shelling,
"POINT (37.79075 48.1703333)",Shelling,
"POINT (37.7591389 48.1865833)",Shelling,
"POINT (36.4926667 47.7054722)",Shelling,
"POINT (37.6717222 48.0618056)",Shelling,
"POINT (37.854 48.3275556)",Shelling,
"POINT (38.1321389 48.6251111)",Shelling,
"POINT (38.0933333 48.6241944)",Shelling,
"POINT (38.2143056 48.7338333)",Shelling,
"POINT (38.2555 48.7535278)",Shelling,
"POINT (38.3820278 48.7390278)",Shelling,
"POINT (38.4438333 48.69725)",Shelling,
"POINT (38.5615 48.8234722)",Shelling,
"POINT (38.5652778 48.8700278)",Shelling,
"POINT (38.4420278 48.89125)",Shelling,
"POINT (38.4849444 48.92891669999999)",Shelling,
"POINT (38.2391111 48.92688889999999)",Shelling,
"POINT (37.7787222 48.9219444)",,
"POINT (37.7221944 48.95411110000001)",,
"POINT (37.7247778 48.9533056)",,
"POINT (37.7806944 48.9104722)",Shelling,
"POINT (37.633926 49.0589168)",Shelling,
"POINT (37.4678333 49.0169444)",Shelling,
"POINT (37.4163333 49.0002778)",Shelling,
"POINT (37.2522222 48.9845)",Shelling,
"POINT (37.2474167 48.93580559999999)",Shelling,
"POINT (37.7261944 48.89575)",Shelling,
"POINT (37.7695278 48.87877779999999)",Shelling,
"POINT (38.4946104 48.7348073)",Shelling,
"POINT (38.31403 48.74147)",Shelling,
"POINT (37.50767 47.9352)",Shelling,
"POINT (38.3359616 48.7705016)",Shelling,
"POINT (37.3270833 49.0196389)",Air Strike,
"POINT (38.1778333 48.42486110000001)",Air Strike,
"POINT (38.2135278 48.5231944)",Air Strike,
"POINT (38.2320833 48.5159167)",Air Strike,
"POINT (38.1325199 48.4200388)",Air Strike,
"POINT (37.7145392 48.9596881)",Air Strike,
"POINT (38.4836699 48.8065877)",Air Strike,
"POINT (37.7845406 48.9065486)",Air Strike,
"POINT (32.2492136 46.7587325)",Air Strike,
"POINT (33.2208536 47.2450179)",Air Strike,
"POINT (33.3842752 47.4622577)",Air Strike,
"POINT (36.2243582 50.233215)",Helicopter Attack,
"POINT (36.1732889 50.2163568)",Helicopter Attack,
"POINT (33.9228656 47.5459413)",Missile hit a house, wounding a woman and two children,
"POINT (36.2410968 47.4608813)",Explosions!,A warehouse exploded, supposedly holding ammo
"POINT (39.6502617 48.342285)",Pontoon Engineering Convoy Heading towards Sievierodonetsk,
"LINESTRING (37.3935558 49.0245862, 37.3981906 49.011527, 37.4095203 49.0132159, 37.4050571 49.0258244, 37.4031688 49.0214343, 37.4095203 49.02256, 37.4050571 49.025937)",Russian Attack Repelled,russia tried to push towards Dolyna, but were repelled
"LINESTRING (37.455987 49.0477104, 37.4722947 49.0326315, 37.4798478 49.0351073, 37.4662866 49.048273, 37.4740114 49.0454601, 37.4673165 49.0430971, 37.4662866 49.048273)",Russian attack, repelled,Russia pushed towards Bohorodychne, but were repelled
"LINESTRING (37.2060505 49.0446635, 37.1809879 49.0323412, 37.1836058 49.0290209, 37.2030464 49.0397124, 37.2012011 49.0366459, 37.1983687 49.038981, 37.2031322 49.0397687)",Russian Attack, Repelled,Russia attempted to move down the highway, but were stopped.
"LINESTRING (37.542718 49.0649068, 37.5401431 49.0543895, 37.5460654 49.0538833, 37.547782 49.0640071, 37.5452929 49.0622074, 37.5494128 49.0619825, 37.5480395 49.0640071)",Russian attack, repelled,Russia tried to advance towards Sviatohirsk, but are stuck fighting through the forest
