WKT,name,description
"POINT (34.875767 51.209628)",U Shelling,
"POINT (36.173979 50.34408)",U Shelling,
"POINT (36.163343 50.31815)",U Shelling,
"POINT (36.181856 50.265621)",U Shelling,
"POINT (36.2236 50.247179)",U Shelling,
"POINT (36.258019 50.235326)",U Shelling,
"POINT (36.346492 50.213991)",U Shelling,
"POINT (36.53014 50.1685)",U Shelling,
"POINT (36.427702 50.1662)",U Shelling,
"POINT (36.53957 50.1568)",U Shelling,
"POINT (37.19497 50.0674)",U Shelling,
"POINT (36.92213 49.726987)",U Shelling,
"POINT (36.824626 49.719885)",U Shelling,
"POINT (36.921004 49.664419)",U Shelling,
"POINT (36.831882 49.459827)",U Shelling,
"POINT (37.4342 49.143)",U Shelling,
"POINT (37.299328 49.120027)",U Shelling,
"POINT (37.105932 49.119272)",U Shelling,
"POINT (37.349785 49.090265)",U Shelling,
"POINT (37.150142 49.086049)",U Shelling,
"POINT (38.225442 49.044171)",U Shelling,
"POINT (37.220695 49.042803)",U Shelling,
"POINT (37.319592 49.026981)",U Shelling,
"POINT (37.948811 48.934492)",U Shelling,
"POINT (38.243815 48.924881)",U Shelling,
"POINT (38.268445 48.878439)",U Shelling,
"POINT (38.240636 48.860824)",U Shelling,
"POINT (38.311704 48.850885)",U Shelling,
"POINT (38.292821 48.841396)",U Shelling,
"POINT (38.248344 48.809286)",U Shelling,
"POINT (38.238044 48.757708)",U Shelling,
"POINT (38.182539 48.700278)",U Shelling,
"POINT (38.267158 48.676688)",U Shelling,
"POINT (38.10175 48.673401)",U Shelling,
"POINT (38.103405 48.669602)",U Shelling,
"POINT (38.112302 48.66567)",U Shelling,
"POINT (38.174986 48.659702)",U Shelling,
"POINT (38.126025 48.63298)",U Shelling,
"POINT (38.067158 48.603057)",U Shelling,
"POINT (38.081921 48.596473)",U Shelling,
"POINT (38.054137 48.59571)",U Shelling,
"POINT (38.103721 48.54116)",U Shelling,
"POINT (38.113164 48.516485)",U Shelling,
"POINT (38.128049 48.46797)",U Shelling,
"POINT (38.082265 48.441609)",U Shelling,
"POINT (38.117447 48.441584)",U Shelling,
"POINT (38.24047 48.4301)",U Shelling,
