WKT,name,description
"LINESTRING (38.0937646 48.6219719, 38.0483524 48.6041358, 38.0584148 48.6172712, 38.0483524 48.6041358, 38.0710984 48.6040955)",Russian Attack,
"LINESTRING (37.7042264 49.6986148, 37.6521843 49.708507, 37.6695027 49.6974774, 37.6521843 49.708507, 37.6751286 49.7118612, 37.6521843 49.708507)",Russian Attack,
"LINESTRING (37.5679484 47.9273219, 37.5177137 47.9372146, 37.5344303 47.9261847, 37.5177137 47.9372146, 37.5398612 47.9405684, 37.5177137 47.9372146)",Russian Attack,
"LINESTRING (38.1136649 48.5700266, 38.0682993 48.5521905, 38.0783514 48.5653259, 38.0682993 48.5521905, 38.091022 48.5521502)",Russian Attack,
"LINESTRING (38.0214529 48.4635521, 38.024202 48.4957411, 38.0119321 48.4829471, 38.024202 48.4957411, 38.0344961 48.4825485)",Russian Attack,
"LINESTRING (38.1355795 48.5131467, 38.0847665 48.5230394, 38.1016756 48.5120096, 38.0847665 48.5230394, 38.107169 48.5263933, 38.0847665 48.5230394)",Russian Attack,
"LINESTRING (37.6843711 48.0571877, 37.6374391 48.0716704, 37.652053 48.059665, 37.6374391 48.0716704, 37.6596259 48.0730177, 37.6374391 48.0716704)",Russian Attack,
"LINESTRING (38.0279024 48.4568348, 37.9771458 48.4667274, 37.9940361 48.4556976, 37.9771458 48.4667274, 37.9995234 48.4700813, 37.9771458 48.4667274)",Russian Attack,
"LINESTRING (38.1801611 48.7080405, 38.1614235 48.7396177, 38.1584237 48.7244964, 38.1614235 48.7396177, 38.179632 48.7292417, 38.1614235 48.7396177)",Russian Attack,
"LINESTRING (37.5641161 47.8308636, 37.5095138 47.8570476, 37.52318 47.839616, 37.5095138 47.8570476, 37.5382423 47.8542954, 37.5095138 47.8570476)",Russian Attack,
"LINESTRING (38.0205722 48.3741844, 37.9728044 48.3938617, 37.9850443 48.3802152, 37.9728044 48.3938617, 37.99566 48.393348, 37.9728044 48.3938617)",Russian Attack,
"LINESTRING (38.3210342 48.7950464, 38.2699362 48.8049391, 38.2869402 48.7939093, 38.2699362 48.8049391, 38.2924644 48.808293, 38.2699362 48.8049391)",Russian Attack,
"LINESTRING (37.7273116 49.0435731, 37.7768253 49.0111206, 37.7706562 49.0264912, 37.7768253 49.0111206, 37.753107 49.0152828, 37.7768253 49.0111206)",Ukrainian Attack,
"LINESTRING (38.1827063 48.7991414, 38.2319783 48.7666889, 38.2258624 48.7820579, 38.2319783 48.7666889, 38.2083988 48.7708494, 38.2319783 48.7666889)",Ukrainian Attack,
"LINESTRING (37.6817602 48.9930519, 37.7665686 48.9956487, 37.7445973 48.9874715, 37.7665192 48.9956362, 37.7442171 49.0024914, 37.7665192 48.9956362)",Ukrainian Attack,
"POINT (35.310911 46.87866)",Explosion!,
"POINT (35.359319 46.850726)",Explosion!,
"POINT (36.18587 49.9999)",Missile Strike,
"POINT (36.980309 49.881973)",Missile Strike,
"POINT (37.605517 48.85389)",Missile Strike,
"POINT (38.097065 48.85135)",Missile Strike,
"POINT (37.587281 48.75215)",Missile Strike,
"POINT (33.3398705 46.7883554)",Missile Strike,
"POINT (38.828192 48.470499)",Missile Strike,
"POINT (37.217702 48.42368)",Missile Strike,
"POINT (35.289804 47.81858)",Missile Strike,
"POINT (35.306709 47.795572)",Missile Strike,
"POINT (35.528644 47.71302)",Missile Strike,
"POINT (35.434402 47.703035)",Missile Strike,
"POINT (35.3498589 47.6922903)",Missile Strike,
"POINT (35.318874 47.6732799)",Missile Strike,
"POINT (34.357836 47.572993)",Missile Strike,
"POINT (31.787784 47.30444)",Missile Strike,
"POINT (31.998447 46.95083)",Missile Strike,
"POINT (31.582411 46.6339)",Missile Strike,
"POINT (35.350583 50.59627)",Airstrike,
"POINT (38.094184 48.67798)",Airstrike,
"POINT (38.027421 48.58848)",Airstrike,
"POINT (37.96372 48.3957)",Airstrike,
"POINT (37.663707 48.09601)",Airstrike,
"POINT (36.621644 47.80805)",Airstrike,
"POINT (33.652652 47.40777)",Airstrike,
"POINT (33.10925 47.2186)",Airstrike,
"POINT (33.14096 47.1984)",Airstrike,
"POINT (32.659715 47.09515)",Airstrike,
"POINT (32.797094 47.08755)",Airstrike,
"POINT (32.100887 46.62108)",Airstrike,
"POINT (38.0423948 48.6008098)",Airstrike,
"POINT (37.243635 47.781846)",Airstrike,
"POINT (36.894142 50.40711)",U Shelling,
"POINT (37.697286 49.708513)",U Shelling,
"POINT (37.723378 49.68364)",U Shelling,
"POINT (37.709645 49.657422)",U Shelling,
"POINT (38.206359 49.21521)",U Shelling,
"POINT (37.827387 49.04777)",U Shelling,
"POINT (37.909893 49.035279)",U Shelling,
"POINT (37.920771 49.024819)",U Shelling,
"POINT (37.94137 49.016263)",U Shelling,
"POINT (37.801981 49.003878)",U Shelling,
"POINT (37.829447 48.97909)",U Shelling,
"POINT (37.917338 48.944834)",U Shelling,
"POINT (37.961888 48.93988)",U Shelling,
"POINT (38.28435 48.934461)",U Shelling,
"POINT (37.94034 48.929273)",U Shelling,
"POINT (38.305979 48.91686)",U Shelling,
"POINT (38.2792 48.8724)",U Shelling,
"POINT (38.278156 48.852555)",U Shelling,
"POINT (38.305979 48.85139)",U Shelling,
"POINT (38.317309 48.833092)",U Shelling,
"POINT (38.296044 48.80522)",U Shelling,
"POINT (38.286066 48.785611)",U Shelling,
"POINT (38.330012 48.782897)",U Shelling,
"POINT (38.2524591 48.7519516)",U Shelling,
"POINT (38.265849 48.760099)",U Shelling,
"POINT (38.159075 48.695782)",U Shelling,
"POINT (38.11101 48.673116)",U Shelling,
"POINT (38.204051 48.671982)",U Shelling,
"POINT (38.143626 48.665407)",U Shelling,
"POINT (38.11616 48.6515)",U Shelling,
"POINT (38.128458 48.636204)",U Shelling,
"POINT (38.14425 48.62327)",U Shelling,
"POINT (38.15146 48.605566)",U Shelling,
"POINT (38.0794 48.603331)",U Shelling,
"POINT (38.128114 48.583994)",U Shelling,
"POINT (38.169656 48.574455)",U Shelling,
"POINT (38.089013 48.567902)",U Shelling,
"POINT (38.152174 48.5585)",U Shelling,
"POINT (38.115792 48.558132)",U Shelling,
"POINT (38.175493 48.546052)",U Shelling,
"POINT (38.125749 48.524036)",U Shelling,
"POINT (38.118196 48.509709)",U Shelling,
"POINT (38.041532 48.486453)",U Shelling,
"POINT (38.00714 48.4677)",U Shelling,
"POINT (38.014409 48.452309)",U Shelling,
"POINT (38.005681 48.393492)",U Shelling,
"POINT (37.965341 48.37992)",U Shelling,
"POINT (37.790231 48.20526)",U Shelling,
"POINT (37.774438 48.096458)",U Shelling,
"POINT (37.709927 48.06999)",U Shelling,
"POINT (37.682916 48.066997)",U Shelling,
"POINT (37.662515 48.057233)",U Shelling,
"POINT (37.693758 48.054021)",U Shelling,
"POINT (37.563295 47.992022)",U Shelling,
"POINT (37.548875 47.989265)",U Shelling,
"POINT (37.545785 47.943749)",U Shelling,
"POINT (37.557454 47.916963)",U Shelling,
"POINT (37.55884 47.847825)",U Shelling,
"POINT (37.572916 47.818095)",U Shelling,
"POINT (37.304763 47.733768)",U Shelling,
"POINT (37.346649 47.730997)",U Shelling,
"POINT (37.249145 47.70143)",U Shelling,
"POINT (37.059631 47.696809)",U Shelling,
"POINT (37.166748 47.660287)",U Shelling,
"POINT (36.355889 47.6247)",U Shelling,
"POINT (36.400497 47.61138)",U Shelling,
"POINT (35.594179 47.47256)",U Shelling,
"POINT (36.208544 47.46561)",U Shelling,
"POINT (35.285041 47.45979)",U Shelling,
"POINT (35.31285 47.459094)",U Shelling,
"POINT (33.53499 47.454946)",U Shelling,
"POINT (33.492416 47.45077)",U Shelling,
"POINT (36.305053 47.45004)",U Shelling,
"POINT (35.332206 47.433554)",U Shelling,
"POINT (33.421693 47.43312)",U Shelling,
"POINT (33.41414 47.401525)",U Shelling,
"POINT (33.567948 47.400596)",U Shelling,
"POINT (35.777744 47.384029)",U Shelling,
"POINT (33.966735 47.37681)",U Shelling,
"POINT (33.380494 47.375492)",U Shelling,
"POINT (33.833444 47.35805)",U Shelling,
"POINT (33.31183 47.337815)",U Shelling,
"POINT (33.590608 47.3313)",U Shelling,
"POINT (33.710771 47.32013)",U Shelling,
"POINT (33.322816 47.308026)",U Shelling,
"POINT (33.285051 47.301041)",U Shelling,
"POINT (33.261761 47.27842)",U Shelling,
"POINT (33.516257 47.25734)",U Shelling,
"POINT (33.877692 47.22991)",U Shelling,
"POINT (33.78631 47.188611)",U Shelling,
"POINT (32.820277 47.068934)",U Shelling,
"POINT (32.684846 47.06163)",U Shelling,
"POINT (32.844653 47.060749)",U Shelling,
"POINT (32.790752 47.056305)",U Shelling,
"POINT (32.480833 46.924535)",U Shelling,
