WKT,name,description
"POLYGON ((37.7427362 48.2115959, 37.74338 48.2027583, 37.7460836 48.1944341, 37.7459978 48.188741, 37.7484869 48.1857939, 37.7594303 48.1867668, 37.7678846 48.1895134, 37.7802442 48.1921455, 37.7760971 48.2024906, 37.7717718 48.2032314, 37.7676017 48.2060415, 37.7624878 48.2081363, 37.7566793 48.2111817, 37.7506796 48.2151987, 37.7501177 48.2123394, 37.7427362 48.2115959))",Russian Control,as of 3/9
"POLYGON ((37.927389 48.642308, 37.937689 48.64106, 37.94713 48.640947, 37.952194 48.641571, 37.956056 48.643329, 37.956872 48.644832, 37.956228 48.646136, 37.95597 48.648915, 37.954426 48.653536, 37.952151 48.655577, 37.946658 48.65983, 37.940736 48.66187, 37.933955 48.664478, 37.932668 48.66822, 37.935757 48.67009, 37.934492 48.678152, 37.9364888 48.6790725, 37.9383264 48.681083, 37.9534757 48.6899719, 37.9551494 48.6928898, 37.949601 48.6959495, 37.9458549 48.6947033, 37.9355552 48.6875077, 37.9317787 48.6869411, 37.9245331 48.6895995, 37.9208424 48.6889196, 37.9156926 48.6875031, 37.9116825 48.6851199, 37.9102666 48.6826547, 37.9119618 48.6796088, 37.9188064 48.6765627, 37.9204802 48.6742672, 37.9187421 48.6707389, 37.921553 48.6692511, 37.9226553 48.6662391, 37.9235122 48.663261, 37.9204223 48.6574215, 37.9217314 48.6556781, 37.928705 48.652914, 37.9304215 48.6499938, 37.928533 48.6464355, 37.9224393 48.6450319, 37.9208314 48.6441863, 37.9203393 48.643284, 37.9165228 48.6417628, 37.9152583 48.6411864, 37.9162139 48.6360205, 37.9141598 48.635678, 37.9136507 48.6312516, 37.9156478 48.6274419, 37.9203166 48.6251359, 37.9287614 48.6231132, 37.9294474 48.62472, 37.9173017 48.6333326, 37.922406 48.634759, 37.9218078 48.6357829, 37.921982 48.636977, 37.924213 48.641401, 37.927389 48.642308))",Russian Advance,as of 3/9
"POINT (30.8335632 46.4366507)",Air defense shot down 6 missiles,
"POINT (31.7850153 46.6639076)",Air defense shot down 9 missiles,
"POINT (36.016326 47.228634 0.0)",HIMARS,
"POINT (37.479796 47.599121 0.0)",HIMARS,
"POINT (35.72811051052083 47.45764425727028)",Command post destroyed,6
"POINT (34.3765599 46.8497504)",Ammo warehouse destroyed,
"POINT (37.9600675 48.4642146)",Base hit,
"POINT (24.9060275 49.8137441)",Rocket crash,
"POINT (34.4879096 52.8108763)",Air Defense,6
"POINT (28.6997705 50.2916043)",Drone Strike,5
"POINT (36.5368682 49.5954337)",Missile Strike,5
"POINT (33.35127 47.8232364)",Missile Strike,5
"POINT (31.9804385 48.5080722)",Missile Strike,5
"POINT (36.1240699 49.965889)",Missile Strike,
"POINT (36.1184211 49.9638005)",Missile Strike,
"POINT (34.995365 48.4377059)",Missile Strike,5
"POINT (33.6579137 47.5441728)",Missile Strike,5
"POINT (30.6582291 46.5124927)",Missile Strike,5
"POINT (33.4864455 51.8725011)",Missile Strike,5
"POINT (29.2200979 48.706497)",Missile Strike,5
"POINT (30.5692553 50.3935181)",Missile Strike,5
"POINT (30.7529164 46.5466127)",Missile Strike,5
"POINT (25.3875558 50.7752599)",Missile Strike,5
"POINT (36.1391655 49.9708109)",Missile Strike,5
"POINT (30.9316653 46.6994383)",Missile Strike,5
"POINT (36.16849 50.0249639)",Missile Strike,5
"POINT (36.1089329 49.9698422)",Missile Strike,5
"POINT (35.9578502 48.5041067)",Missile Strike,
"POINT (37.064189 47.39349 0.0)",Strike,
"POINT (32.7358004 46.5818024)",Strike,
"POINT (36.0126693 47.1695167)",Strike,
"POINT (38.010058 48.356956 0.0)",U Shelling,
"POINT (36.902295 50.403398 0.0)",U Shelling,
"POINT (37.883917 48.11933 0.0)",U Shelling,
"POINT (37.294054 47.759657 0.0)",U Shelling,
"POINT (37.304011 47.752964 0.0)",U Shelling,
