WKT,name,description
"POINT (39.3144073 48.5414526)",HIMARS,Ammo warehouse
"POINT (35.6979164 47.2486062)",HIMARS,Ammo warehouse
"POINT (33.4222511 46.7508578)",HIMARS,
"POINT (33.3848936 46.7584498)",HIMARS,Ammo warehouse
"POINT (36.243177 49.9400038)",Missile Strike,
"POINT (36.2811569 49.9759419)",Missile Strike,
"POINT (35.7890859 47.5488056)",Missile Strike,
"POINT (33.7310571 47.6526464)",Missile Strike,
"POINT (33.648831 47.5682603)",Missile Strike,
"POINT (30.5463991 46.5408978)",Explosions!,
"POINT (36.1895822 50.2568667)",Ka-52 Attack,
"POINT (36.7966417 50.1495515)",Ka-52 Attack,
"POINT (36.6999 49.4966837)",Ka-52 Attack,
"LINESTRING (36.1533254 50.3324097, 36.1255138 50.3295603, 36.1304065 50.3320808, 36.1316081 50.3289576, 36.125428 50.3295603)",Russian Attack,
"LINESTRING (37.4790053 49.0364733, 37.497888 49.0165501, 37.4963431 49.0227418, 37.4891333 49.0201527, 37.4977164 49.0165501)",Russian Attack,
"LINESTRING (38.2592981 48.9257422, 38.2040231 48.9221328, 38.2170694 48.9287874, 38.2199876 48.9187489, 38.2040231 48.9221328)",Russian Attack,
"LINESTRING (37.3622037 48.9869546, 37.3833181 48.9861661, 37.3941328 48.9894328, 37.3852064 48.9924741, 37.3618604 48.9925868, 37.3694565 48.994586, 37.3688985 48.9902213, 37.3618604 48.9925868)",Russian Attack, Repelled,Ukrainian soldiers successfully repelled the enemy assault in the direction of Krasnopilla.
"LINESTRING (37.5805331 47.9076123, 37.5580477 47.9132498, 37.5365911 47.9262488, 37.5647419 47.9257883, 37.5817347 47.9218776, 37.5752122 47.9263634, 37.5736674 47.9206123, 37.581563 47.9218776)",Russian Attack, Repelled,Again, it can be said traditionally, our soldiers forced the enemy to flee when he tried to advance in the direction of Maryinka.
"LINESTRING (37.5088819 47.9267332, 37.5432126 47.9160929, 37.5391788 47.9200043, 37.536089 47.9157476, 37.5432126 47.9160929)",Ukrainian Advance?,
"POINT (37.5157486 49.0152251)",Air Strike,
"POINT (38.1392581 48.9185449)",Air Strike,
"POINT (38.2328683 48.8100289)",Air Strike,
"POINT (38.2680021 48.7730517)",Air Strike,
"POINT (38.2125575 48.810948)",Air Strike,
"POINT (38.1536527 48.7133475)",Su-25 Air Strike,
"POINT (38.1616169 48.6718278)",Su-25 Air Strike,
"POINT (38.1694719 48.6474827)",Su-25 Air Strike ,
"POINT (38.2178895 48.4660145)",Air Strike,
"POINT (37.3876626 47.7371431)",Air Strike,
"POINT (37.235929 47.7546598)",Air Strike,
"POINT (36.9845995 47.7918324)",Air Strike,
"POINT (35.6968528 47.5420007)",Air Strike,
"POINT (35.5829538 47.5427991)",Air Strike,
"POINT (36.1913276 50.332311)",Air Strike,
"POINT (36.9738057 49.9394591)",Air Strike,
"POINT (32.3705041 52.2167092)",Shelling,
"POINT (32.6412003 52.2458309)",Shelling,
"POINT (33.9421161 51.6776141)",Shelling,
"POINT (37.0118299 49.824169)",Shelling,
"POINT (36.9785276 49.8217326)",Shelling,
"POINT (36.5534407 50.122191)",Shelling,
"POINT (36.5486342 50.1083213)",Shelling,
"POINT (36.4593702 50.130555)",Shelling,
"POINT (36.4360243 50.1274737)",Shelling,
"POINT (36.3948256 50.1448583)",Shelling,
"POINT (36.1450222 50.2291838)",Shelling,
"POINT (36.1772946 50.2291838)",Shelling,
"POINT (36.1810711 50.2028209)",Shelling,
