WKT,name,description
"POINT (35.1522722 45.2770935)",Fire at Russian warehouse,unknown exactly where
"POINT (32.7222201 46.6442057)",Remote Mining,
"POINT (36.7991253 47.716904)",Russian T-80 Damaged,
"POINT (32.7225286 46.6391416)",Russian BMD-2 Destroyed,
"POINT (36.8792283 47.6689985)",Russian Ammo Depot Destroyed,Excalibur
"POINT (35.7314155 47.2672579)",Strike,
"POINT (35.2335975 47.2686557)",Strike,
"POINT (35.5120277 47.6210103)",Missile Strike,
"POINT (36.5332902 47.7357028)",Drone Strike,
"POINT (36.3015185 51.7496094)",Drone Attack,apparently failed?
"POINT (35.7920658 47.5578255)",Airstrike,
"POINT (35.8078586 47.5747361)",Airstrike,
"POINT (32.6893957 46.656847)",Airstrike,
"POINT (32.7192433 46.6652706)",Airstrike,
"POINT (36.6005893 47.7430932)",Airstrike,
"POINT (38.265271 48.936833)",Airstrike,
"POINT (38.249551 48.8191772)",Airstrike,
"POINT (38.1122494 48.7215927)",Airstrike,
"POINT (37.928624 48.4707699)",Airstrike,
"POINT (38.0732323 48.7460385)",Airstrike,
"POINT (37.7313632 48.123226)",Airstrike,
"POINT (37.674709 48.12039)",Airstrike,
"POINT (37.5089412 47.9946914)",Airstrike,
"POINT (37.0628835 47.7777417)",Airstrike,
"POINT (36.812088 47.7963135)",Airstrike,
"POINT (36.7715223 47.7772803)",Airstrike,
